,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
2176,Ken Bell,/users/65e9b15a0ea5390011f84620,US,1 review,2024-03-07T14:22:02.000Z,Rated 1 out of 5 stars,Amazon getting greedy.,"I used to buy quite a bit from Amazon. This time When I went to pay for my order I noticed they were going to sign me up for a free trial of Prime. I don't want prime, but could find no way to order without being forced to get a Prime trial. Until this is rectified I will no longer buy from Amazon.I tried talking to customer service online and on the phone and was told there was nothing they could do.",7-Mar-24
2177,Cecilie Kalkar,/users/65e99d4e5d3483001138b426,DK,2 reviews,2024-03-07T12:56:25.000Z,Rated 1 out of 5 stars,They have my account on hold because of…,"They have my account on hold because of ""suspisious acitivity"" and ask me to confirm the card from my last order - BUT ID DID NOT ORDER ANYTHING so i cannot confirm something i didn't do. I have done EVERYTHING they asked, uploaded pictures of my credit cards, passport, utility bills everything about 4 times now, but they keep saying it is not enough. i guess its a BOT that scans and because my passport and credit cards are not American, the BOT cannot read my cards. Well... I do not have any BECAUSE I LIVE I DENMARK (duh) - . there is no way to contact them, because to contact them you have to login, but I CANT LOGIN BECAUSE YOU HAVE ME ON HOLD. I just wanted to use the kindle app - but I GUESS YOU DO NOT WANT MY MONEY - I was going to buy a kindle e-reader, but if I cant use kindle app, why would i buy a 200 dollar e-reader from them? I cant even aske them to just delete my accout, because there is no way to contact them. THEY ARE THE SACMMERS. DO NOT SUPPORT THIS BOGUS COMAPNY!!!",7-Mar-24
2178,DG,/users/594e12790000ff000aa78082,GB,38 reviews,2024-03-07T10:19:27.000Z,Rated 1 out of 5 stars,Avoid the try before you buy option - it's broken - just like the rest of the company,It may be temtping to  use try before you buy - which i did and when i tried to pay for the item - my payment was  declined because Amazon's admin and payment systems are rubbish. The outcome was i kept getting declined  payment messages daily from them. I had 3 customer support staff try to fix it - they all blame my bank and my bank explain that Amazon just dont know  what they are doing. Upshot - Amazon gave me the shoes i wanted to buy free of charge - and promised they would cancel the  charge - which has not happened so i still get daily payment declined messages. I know they are big - but looking at the reviews they are clearly big and USELESS. Try to find a better supplier  if  you can. ,7-Mar-24
2179,Peter Hogg,/users/5b4f52ec4de5666d343657a0,US,57 reviews,2024-03-27T18:26:53.000Z,Rated 1 out of 5 stars,Finally delivered broken,"We've had a lot of theft in our neighborhood of packages left outside of homes. We've requested on Amazon that all deliveries be left at our front door not the entry gate, a 20 step walk to the front door. Also, on the gate is a sign with Amazon on it stating deliveries made to front door. Lately that's totally ignored by the drivers and tonight the driver left 4 big boxes outside the gate and my wife was able to catch him getting into his truck and he just ignored her and ran away. We order lots from Amazon and don't want it stolen and also I'm 80 years old and home today from another medical procedure so would be nice to have our delivery request honored and not ignored by these lazy drivers. The following are the order numbers which were left at the gate with the explicit sign to deliver everything to the front door.111-4651581-4353842, 111-4651581-4353842,113-7714709-5873865, 111-4651581-4353842Because of our age we rely on these deliveries so don't want them stolen!Finally we did get the dresser delivered with one of the drawers broken. Drivers who were from Wayfair as they wore Wayfair shirts and drove a Wayfair truck we noted to them the broken drawer and did not sign for the delivery. The driver stated he would notify Wayfair and that they'd send someone to fix the drawer or replace the dresser. Next we find out the driver most likely told Wayfair nothing and we were billed full tilt for the dresser. So the battle now going on 3 months goes on and what more can I say but I would never buy from Wayfair again and hope others that might, would read this saga and do the same not ordering from them.",5-Mar-24
2180,Chetworth,/users/6586b9a74a7ca40013f5fd28,US,12 reviews,2024-03-07T01:55:41.000Z,Rated 1 out of 5 stars,Don't buy any electronics,After buying a laptop from Amazon I received a broken tablet instead. For starters. It then took 7 weeks for me to get the laptop. It was a cheap brand ecohero I used it 3 weeks and it locked up on me come to find out Amazon has been allowing sellers to sell stolen electronics well actually the parts are stolen and put into new casing,3-Feb-24
2181,Michael ORegan,/users/5fdd314486ddce00192a8958,IE,3 reviews,2024-03-06T18:57:51.000Z,Rated 1 out of 5 stars,I hav bought thousands of euros from…,"I hav bought thousands of euros from Amazon Uk/Irl but cos of availability it jumped onto Amazon USA  when I was ordering automatic Gate closer at over 1,300 plus fes hundred for accesories ie fobs an number pad were sold separately so they sent those immediately. The main gate Rams Kit it said delivery in a few days but it never came an they ignored my chats an emails for 3 weeks. I eventually got into chat with them an it still solved nothing so I cancelled the order but I'm stuck with the accessories , I asked for call back an asked what I do with accessories now cos Amazon Uk knew nothing about the order so how do I return , NO CALL BACK , NO EMAIL, IM Cancelling Prime an my account ",1-Mar-24
2182,Orange,/users/626b0e658011e50012b5ac36,CA,8 reviews,2024-03-08T02:45:37.000Z,Rated 1 out of 5 stars,"All automated by computers, not a real customer service","I came to realize that there really isn't a customer service. Everything pretty much got automated and for the most part is not bad. BUT, and it is a big BUT, if something goes wrong with that automation, good luck. You'll be pulling your hair out to get it fixed. Your energy spent needlessly. I don't think their customer service is really customer service, more like a psychological service to say sorry for the bad experience, or like a FAKE customer service to just say that there is nothing they can do and brush you off hurriedly and on to the next poor person, or they will say fill out an Incident report which is redundant because no one looks at those reports or analyzes the situation.",4-Mar-24
2183,Moneymatters,/users/65e7a2667dcdce00124645b4,US,2 reviews,2024-03-06T01:01:07.000Z,Rated 5 out of 5 stars,Every time I have had an issue or…,"Every time I have had an issue or problem, they were right on top of solving the problem. ",13-Feb-24
2184,Walter Read,/users/5afb69804de5666d34cc382d,US,8 reviews,2024-03-06T00:21:15.000Z,Rated 1 out of 5 stars,Amazon's Greed is Epic,"Amazon continues it's move towards maximizing profits by doing things like shutting off your account, deleting any and all purchases and records, including book and video purchases if you do not buy something from them for more than 1 year. YES - if you do not buy something from them for 366 days you will lose everything! I just did. Called them and was told there is NOTHING that can be done. So, buying digital content, books, games. videos and simlilar, from them is useless unless you plan to buy things every year forever. ",5-Mar-24
2185,John,/users/5a0a0ed10000ff000ae209ef,GB,51 reviews,2024-03-05T23:55:42.000Z,Rated 1 out of 5 stars,I have had a product which I purchased…which I had not ordered but Amazon took my money !!,"I have had a product which I purchased monthly through Amazon subscribe and save, all went well until the February delivery (I am quoting the order number just in case a representative from Amazon may read this : 205-8064898-5269961) delivered on 12th February was a product I had not ordered but Amazon took just over £40 from my card to pay for this product that was of no use to me, I have tried for hours to make contact with a human at customer services but to no avail I have now cancelled my subscribe and save because all it informs me is that I have until 13 March to return the product and then immediately it tells me the product is not eligible for return.Beware, I have a £40 product that I didn't order but Amazon took my money, a return is not possible a refund well let's wait and see, I spend a considerable amount of money with Amazon each year but if  I don't receive a refund  I will definitely take my business elsewhere to a reputable and honest supplier.",5-Mar-24
2186,roy jr,/users/637f2e4caabfef0012eef46e,US,13 reviews,2024-03-05T21:17:37.000Z,Rated 5 out of 5 stars,they are awsome ,they are awsome . great staff,5-Mar-24
2187,neon biock,/users/65e74dc39504e00012ab03b4,GB,1 review,2024-03-05T18:52:29.000Z,Rated 1 out of 5 stars,Terrible!,"Terrible!I grinded some surveys for like 3-4 hours and then cashed out on a £5 amazon gift card, i was looking to buy a pretty cheap one for exactly £5. It said that it was free delivery (I researched some stuff online and everything matched for free delivery) and when i went to pay and use my gift card, it said it cost £10 because of the postage and when i wanted to pay with my gift card and change my delivery settings it asked me to put in my card details - like bro I bought a gift card for a reason. Honestly would've been better off if i just kept the money on the survey app and do nothing rather than waste my time with this bs!",5-Mar-24
2188,Valerie Lewis,/users/65e71087b669500011466b96,GB,3 reviews,2024-03-05T16:46:45.000Z,Rated 5 out of 5 stars,I have only good things to say about…,I have only good things to say about Amazon. It’s funny how when I have a bad experience I rush to give a review which is good to serve as a warning to others but I can honestly say Amazon are polite and helpful unlike some companies I have reviewed. ,5-Mar-24
2189,zed zed,/users/5e3a972a7762da53b521e866,GB,10 reviews,2024-03-05T16:41:41.000Z,Rated 1 out of 5 stars,I wanted to make a complaint about a…,I wanted to make a complaint about a delivery driver. Amazon wanted my amazon account to be able to identify the driver. This sounds good until I asked her how that will help as I didnt place a order. Then Aliyah (refused to give me her full name or role) says she cant help as they cant identify the driver and wont log my complaint. I made it clear I had the registration number and can provide cctv but alas they cant accept any of that and she hung up unhelpful as ever and unwilling to log a complaint.,5-Mar-24
2190,Victoria Chait,/users/6033079373fb940019d90edc,GB,38 reviews,2024-03-05T15:52:19.000Z,Rated 1 out of 5 stars,They dont deliver on the day they will…,They dont deliver on the day they will or to your house . Bad bad bad ,5-Mar-24
2191,Julian Vicari,/users/5714a53b0000ff000a18528b,GB,23 reviews,2024-03-05T15:47:12.000Z,Rated 1 out of 5 stars,Amazon driver came then drove off !,"Awaiting deliveries today got my time slot of 12-2pm Amazon van came and parked outside. No one came to the door. Thought must be trying to find my parcels. Next thing drives off and my orders are updated with ""attempt made to deliver"" and will re-schedule for next day. Checked my Ring Doorbell cam and driver never got out of his van and drove off. Was an Amazon marked van too not one of their delivery agents. Amazon need to get there house in order they cant keep treating customers like this.",5-Mar-24
2192,Anu Ab,/users/65e6e36cf04bad00115324c6,GB,1 review,2024-03-05T11:18:47.000Z,Rated 1 out of 5 stars,Poor service and scam ,"I have been suffering this quite a bit now. I am being wrongly charged delivery charge Most of the times. It’s normally around £1.99 . Not a huge amount and doesn’t warrant spending hours to explain at Amazon but when I tried a few times, it was an absolute nightmare. Waiting for customer adviser’s supervisor to get back . Finally they agree to refund . Then you don’t get the refund ! Who has hours to chase this? That’s how they make so much money wrongfully obtained . Imagine doing this to their millions of customers how much they are making. Second I keep receiving empty parcels from Amazon. Initially , I couldn’t understand why but when I read online , many people were receiving empty packages . That is to boost fake reviews. I’m not sure who to officially complain to as it’s really becoming too much but Amazon has become an important part of our lives . Please share your views ",3-Mar-24
2193,Jose Arreola,/users/65e6aacb63589a001176ae81,US,1 review,2024-03-05T07:27:12.000Z,Rated 1 out of 5 stars,Company is garbage,"Company is garbage. Bought an item 2/29 with a delivery date of 3/2, I know it’s an “estimate” but they sent it about 200 miles out of the way changing the delivery date to 3/7. Then they let it sit from 4:27 am 3/2 until 7:47 pm 3/4. I started trying to cancel the order on 3/2 yet was told I couldn’t since the carrier had it, they didn’t.Basically they just lost roughly 10 years of annually paid Prime, roughly 5 years of prime video, kindle unlimited, Amazon Music and 5 Alexa products all over a $22 item that I no longer need because it didn’t arrive on time. I’ll still get my money back and they’ll have to pay to process the return. No better way to tell your customers that they’re nothing but cattle. ",2-Mar-24
2194,ELY M.,/users/62e00901ec104000127dcfb6,US,16 reviews,2024-03-05T00:16:20.000Z,Rated 1 out of 5 stars,I have ordered from this site several…,I have ordered from this site several times.  They always ship my orders via USPS.  I really hate USPS right now.   USPS is totally unreliable.  Amazon do not give me choices on what shipping carriers to use for my orders.  I tried to order and used 1 day shipping in hopes that they will use UPS or FedEx.  They still use USPS.  I will not ever order from Amazon again till I can pick to use UPS or FedEx for shipping.   No more orders from me.     ,20-Jan-24
2195,JDA,/users/5aa970794de5666d34d24020,US,8 reviews,2024-03-04T21:02:38.000Z,Rated 1 out of 5 stars,The customer service seems brainless,"The customer service online seems to be completely covered by Indians in India.  The service is filled with superflous flattery but the service is absolutely horrendous. Most of them don't know what they are doing.  I accidentally left my passport in a returned bag and there is no way I can get them to respond or resolve the problem.  Running around by getting transferred from one agent to the other, no one knows what they are doing. It feels like the body without a brain.  Absolutely frustrated and horrified at this company's customer care.    ",3-Mar-24
2196,Elcin,/users/65e5f298fcb78e001263da52,AZ,2 reviews,2024-03-04T20:39:26.000Z,Rated 1 out of 5 stars,Digital gift cards and games,"Future of Amazon is not promising, especially on digital items. ",4-Mar-24
2197,Batman Bats,/users/65e60780e73a810012eeef35,GB,1 review,2024-03-04T19:40:35.000Z,Rated 1 out of 5 stars,amazon goblins,"I spent the morning and much of the day, either on the phone or texting amazon agents. They are craftier than goblins. They have many underhanded techniques to stonewall and gaslight honest people. Amazon erroneously charged me £49.93. i went overdrawn. I had to ask for help for food from my council. Amazon refused to play fair or honestly. I still dont know if I am getting a refund. I also tried to obtain compensation. I was offered 20 dollars. I asked the agent for email confirmation. He got technical difficulties passed me to another agent who wanted to repeat the cycle I spent hours explaining. The agents pretend they dont understand or they need just another bit of technical buffoonery or they are ""limited.' Often they say I need to send youto someone who can help. That someone doesn't come online.I spent hours being lied to, manipulated, stonewalled. I feel smeared in goblin goo. ",4-Mar-24
2198,nigel,/users/58fb8e380000ff000a900554,GB,44 reviews,2024-03-04T19:05:43.000Z,Rated 2 out of 5 stars,Amazon is just very tricky to work with,"Amazon is just very tricky to work with, so tricky it's close to outright attempts to scam you. I was buying cat food, hardly controversial you'd think, 10kgs of the stuff, so it's £40 and I was promised free delivery. First of all I was given two options to sign up to Prime, which I don't want, and had to decipher an option to 'pay' for delivery, and accept that. Phew! rid of Prime. But the delivery is back, £4. So, after much scanning of the web page, which appears deliberately designed to lead the eye towards their commands to buy, buy, buy, you eventually find that delivery is £4 on Wednesday, free on Thursday, click it (big deal huh? one day) recheck it, and finally, buy cat food, not Prime, with no delivery charge, promised 5 minutes or so before. It's just hard work...",4-Mar-24
2199,Mark,/users/57605fad0000ff000a29363b,GB,40 reviews,2024-03-04T17:24:04.000Z,Rated 1 out of 5 stars,This company's absolutely a nightmare…,This company's absolutely a nightmare every few months I have a problem with them all them myself a new coffee machine but doesn't matter what I've ordered but the older still hasn't arrived in the Amazon lockers normally by 1:00 I would be picking it up by now I pay all this money for my subscription and they treat their customers like dirt they don't even give a damn about us he says he's out on the road he's on the road why comes it hasn't been delivered yet their drivers are so slow,4-Mar-24
2200,Bret Hart,/users/65e5e3160e8b7b001287fbb9,US,1 review,2024-03-04T17:05:11.000Z,Rated 1 out of 5 stars,Amazon Prime is the worst investment…,"Amazon Prime is the worst investment ever. When I had the Prime service, my packages would arrive late or never arrived or were damaged.  I placed an order through my Son in-law on his ""Prime Account"" and now it has been 4 days since the order was placed and still no delivery.  I will never pay for this service again.  I even try to place enough products in my cart to receive free shipping and the more I added to the cart to reach the $35 for free shipping and the shipping charges just continue the increase. It is not worth the price. The date of the experience is just for reference, this is the order I am still waiting for. It happened throughout my subscription. ",28-Feb-24
2201,Arkadiusz J,/users/65e5d28175410c0012d71322,PL,4 reviews,2024-03-04T15:59:40.000Z,Rated 1 out of 5 stars,Only good for ebooks. They can't get lost.,"Only good thing about Amazon is you can buy books straight from your reader. Buying anything physical is a big no-no. My package was delayed, so far for one week. Support is not helpful at all, I was simply ghosted on chat. I am really looking hard for alternatives to Amazon, as sadly, for now made the worst buying experience I ever had.  ",4-Mar-24
2202,mark smith,/users/59b1610b0000ff000ac5399c,GB,75 reviews,2024-03-04T13:27:18.000Z,Rated 1 out of 5 stars,£70 worth of 160gsm navigator paper…,£70 worth of 160gsm navigator paper RUINED!! as amazon delivers battered boxes with navigator paper inside all packs were ripped open and dammaged! i have photos to back this up.! amazon 'chat bot' is a swear word in its self!! this could have been sorted if i could have spoke to a human!! i wud buy local if i cud but theres no shops near me that sell this type of paper and card that i need hence why i have to buy it online! but wen it arrives dammaged and u carnt get to talk to a human about it sites like this help get the word out and hopefully a human will get intouch.. (may be) ,23-Feb-24
2203,Mike,/users/5581830b0000ff0001c69d82,GB,23 reviews,2024-03-04T08:41:52.000Z,Rated 1 out of 5 stars,Have Amazon become  ScAmazon,"I strongly caution anyone who buys from Amazon to LOOK FOR ALTERNATIVE VENDORS as I ordered and paid £483.00 + £4.99 for 24 hour premium delivery for a brand new Gigaset GX6 smartphone from Amazon on 15/09/2023 and was fraudulently sent an unsealed / opened used £282.00 phone in a tatty water-soiled box. Even though I rang and reported the problem within an hour of opening the box and provided pictures I was not provided with a replacement which I requested on at least a dozen occasions when communicating with 18 different employees and was instead just repeatedly advised about returns and had to wait 28 days to get my money back. As an Amazon customer of over 12 years I am disgusted with their response especially as they make the most OUTRAGEOUS CLAIM of aiming to be the ""MOST CUSTOMER-CENTRIC COMPANY ON EARTH"". The companies who I have ordered from in the Asian continent may take longer for their items to arrive if I am prepared to wait but at least they are HONEST IN THEIR INTENTIONS and if there is an issue, they genuinely attempt to make amends. 	It appears that while Amazon get orders and their balance sheet is ticking over then nothing else matters, the customers are an afterthought, and their staff seem primed to stick to a rigid script designed to repel customers seeking to get redress for any wrongs that they have experienced.Amazon need taking down a peg or 2 as they have become incredibly arrogant as their financial clout has gone to their heads and THEY NOW HAVE A CONTEMPT FOR THEIR CUSTOMERS which they try to camouflage with the absurd claim of being the ""MOST CUSTOMER-CENTRIC COMPANY ON EARTH""Have you ever heard such garbage???Please pen your reviews as these are the only real safeguards we have against the injustices that us as consumers experience when dealing with these commercial titans because when they are in the wrong they just say sorry and there is no empathy shown just cold hard invoicing.Remember it is your choice where you decide to spend your money and companies only listen when their profits start decreasing.",15-Sep-23
2204,Rosemarie Montgomery,/users/65a30f06f8b7810012f76804,US,4 reviews,2024-03-04T01:09:20.000Z,Rated 1 out of 5 stars,I ordered vitamins from Amazon,"I ordered vitamins from Amazon.  It was scheduled to be delivered by 8:00am the next day.Driver arrived around 5:30am. I ask the guard at the desk to have the Driver bring it to my door, which is on the 10th floor.I call the guard desk and ask were the driver was, he said that he came up to the 10th floor and came back and left.I HAVE YET TO RECEIVE VITAMINS. I checked my phone to see what information the driver may havr put in the system to say delivered. I saw that he/she claimed that i signed for the package. I called and put in a complaint.Still hVe not heard anything from them.",21-Feb-24
2205,Mike Parker,/users/65e4ec3d0a1b730012166ed0,GB,1 review,2024-03-03T23:34:05.000Z,Rated 1 out of 5 stars,Purchased Google Pixel Buds Pro,Purchased Google Pixel Buds Pro - Wireless Earbuds sold by Sold by: Amazon EU S.a.r.L.Never even turned up or dispatched and no word from Amazon either. Paid premium delivery and nothing.,3-Mar-24
2206,Stephen Driver,/users/5e0a790e361d617d250a30e7,GB,10 reviews,2024-03-03T20:47:29.000Z,Rated 1 out of 5 stars,well where to start with amazon the…,well where to start with amazon the fact of we pay £10 a month to stream and they now put adverts on the fact of their delivery drivers are not delivering parcels or customer service is a stupid a.i its hard to speak to a person who uses their real name or the fact of the firesticks made by amazon are doing their own things with the really demon in the alexa i could go on about this company. the fact of i have cctv on my house and they put on the delivery handed to resident who did you deliver it to the wind and who delivered it because my cameras didnt see anyone the first time i let it go after the 7th time i have got trading standards involved now. seen the drivers put parcel on poor step take photo knock and walk away and we are trusting and paying these clowns to give us safe and working products stop using them.,3-Mar-24
2207,flying camel,/users/65e4b917fcb78e00126330a0,EG,1 review,2024-03-03T19:53:35.000Z,Rated 1 out of 5 stars,Still in 2024 Amazon can win the world…,Still in 2024 Amazon can win the world worst customer service without compatitors.... I deleted the app after I had to deal with customer service for the second time it's not worth it. Amazon customer service is by far the worst I had to deal with ,3-Mar-24
2208,tammy davis,/users/64adc93f26e9da0011683c8d,US,3 reviews,2024-03-03T17:57:55.000Z,Rated 3 out of 5 stars,Amazon delivery,I use Amazon a lot due to convenience. We don’t live close to shopping. Lately they’ve been trying on the same day delivery and it tends to be 3 days. Not impressed. Don’t offer it unless you can execute. The drivers are damaging a lot of items and they’ve been delayed and returned because of it,3-Mar-24
2209,A Adams,/users/595276470000ff000aa8ac14,GB,6 reviews,2024-03-03T04:56:48.000Z,Rated 1 out of 5 stars,Amazon is a plague on the planet earth,"It is a textbook example of capitalism gone mad. Squeeze out the competition to such a degree that you're answerable to no-one. Become such a monopoly that cities outbid each other to offer tax-incentives to build one of their modern day slavery 'fulfilment' centres in their locality. And when something goes wrong who is there to talk to? Chatbots, phonebots and livechat with Indians who have no authority to do anything but read out scripts. There is no accountability. And all the while we sit here addicted to plastic tat, fuming at delivery drivers who are paid peanuts per parcel, powerless as Amazon evades tax on an industrial scale while valued at multiple trillions of dollars. How are the state schools doing in your area? Hospitals? Police force well funded? Roads in good nick? No, they're not in my neighbourhood either. That's thanks to mega-corps like Amazon whose stock price has rocketed while your teachers and nurses go to food banks. ",3-Mar-24
2210,Joseph Stack,/users/65e3b134fcb78e001262bd19,US,1 review,2024-03-03T01:16:49.000Z,Rated 1 out of 5 stars,Locked out of my account even when it is Amazon's fault.,I received packages from Amazon that I did not order and was charged on my crediit card.   I disputed the charges and they were reversed.  My Amazon account also shows that I did not order these items.  I completed the  proper forms as requested over a month ago and my account is still locked out.  I can not order books for my e-reader Klindle for over a month now.  Amazon can easily check my account and see that I did not order these items yet I am stll locked out.  Joseph Stack,2-Mar-23
2211,Zoe Seabrook,/users/65e3a5db37b6c1001208f3d6,GB,2 reviews,2024-03-03T00:21:45.000Z,Rated 4 out of 5 stars,it sent me a wrong thing that i…,"it sent me a wrong thing that i ordered, and even that had a malfunction! but overall, it an amazing company.",2-Mar-24
2212,MR DAVID J SMITH,/users/6011ecb51a3577001a26e8e2,GB,51 reviews,2024-03-03T00:00:04.000Z,Rated 1 out of 5 stars,ME AND MY HUSBAND WAITED IN ALL DAY I…,ME AND MY HUSBAND WAITED IN ALL DAY I WAS SUPPOSED TO BE GETTING A DELIVERY OF 4 SUDOKU PUZZLE BOOKS AND AT 1340 I RECEIVED A EMAIL SAYING YOUR PARCEL HAS BEEN PUT THROUGH YOUR LETTERBOX I WAS WAITING FOR THOSE PUZZLES FOR TO RELAX FOR AWHILE BEFORE I SETTLE DOWN PLUS WITH BEING EPILEPTIC I HAVE BETWEEN 15 AND 20 TURNS EACH AND EVERY DAY WE ORDER THINGS QUITE A FEW TIMES A WEEK ,2-Mar-24
2213,APRIL WEAVER,/users/6115237982f804001217837d,US,3 reviews,2024-03-02T22:54:21.000Z,Rated 1 out of 5 stars,This company keeps upping their prime…,This company keeps upping their prime fees but delivery time is getting worse!!!  My item was scheduled to arrive this morning before 11 and now it’s saying it’s delayed and won’t be here until tomorrow by 6 pm!  How is this possible when it showed out for deliver since 8 am today?!?  Horrible service!!!  Very disappointed. Will not be renewing my prime membership!  ,2-Mar-24
2214,Sean Barr,/users/5bb3428e4de5666d34da5605,GB,5 reviews,2024-03-02T17:30:13.000Z,Rated 1 out of 5 stars,if i order at 8am for next day…,if i order at 8am for next day delivery. it should be here next DAY!! not late the next night ffs ,2-Mar-24
2215,customer,/users/5cdc419f94dddb83478b5f9c,GB,48 reviews,2024-03-02T17:11:30.000Z,Rated 5 out of 5 stars,The Best Fan Crystal ceiling lamp,"The Best Fan Crystal ceiling lampOverall I’m very Happy. Love shopping with Amazon,  brilliant items, fast delivery, The ceiling fan crystal light is mind blowing, I’ve never seen one like it. It reminds me of a flower open and closing with the fans. Absolutely beautiful. Soo Happy. Thank you",29-Feb-24
2216,J W JCw,/users/5f88580927f74700198e02cf,GB,32 reviews,2024-03-02T15:45:41.000Z,Rated 1 out of 5 stars,Read the delivery instructions!,"Can you please employ people who can be bothered to read the delivery instructions! Why would a delivery driver ever think it was okay to leave a parcel in a main road in full view of others walking/driving past, I mean it’s not rocket science, would they want theirs left like that? Surely it would pay you to train more decent staff than the amount you most pay out for missing parcels due the incompetence of your drivers! ",2-Mar-24
2217,ken serle,/users/4edf854300006400010fb21b,GB,21 reviews,2024-03-02T13:35:51.000Z,Rated 3 out of 5 stars,Unhappy ,"I spend a lot of money with Amazon but I'm getting very frustrated with the delivery service. The next day delivery is not helpful for me as you can't make use of the goods as they normally arrive late at night. Sometimes the delivery is left in full view of any passing  person who had a mind to steal the parcel. Having a large notice saying to Ring the doorbell, they often can't be bothered so you know notice of the delivery.For me the cost of the prime is not worth the money as I don't want music or any of the other so called perksI would take up prime at a cheaper change for delivery only.",23-Feb-24
2218,ole Olsen,/users/5c0d21be40821310a15563b0,DK,1 review,2024-03-02T03:30:29.000Z,Rated 1 out of 5 stars,Amazon neglected to include the…,"Amazon neglected to include the information that i have paid VAT and everything else applicable in my country (Denmark) so now the danish agencies have withheld the package and i get a fine/invoice due to the inspection. First and last time i shop anything on Amazon. I even paid a premium to receive the package early, because i needed it for the weekend and i was promised to have it by Thursday. That was before their blunder. How this company can be one of the most valuable in the world is absolutely astounding to me. They have such a bad reputation amongst their own employees and their customers CLEARLY aren't very happy either... Puts on Amazon!",28-Feb-24
2219,Chris Vickers,/users/65e26b22251ec30012dd81e9,US,1 review,2024-03-02T01:58:03.000Z,Rated 1 out of 5 stars,Sucks!,Sucks!Amazon foreign customer service sucks They do not listen to you,1-Mar-24
2220,kambria Pooper,/users/65e2248bda4e390013ba2e40,US,3 reviews,2024-03-01T21:49:28.000Z,Rated 5 out of 5 stars,Great customer service when you have a…,Great customer service when you have a problem. They always answer the phone and resolve problems in a favorable manner. ,9-Feb-24
2221,Paul :ister,/users/5cf244bbd0f746708852f343,ES,8 reviews,2024-03-01T20:41:35.000Z,Rated 1 out of 5 stars,poor deliver service,"poor deliver service. They use Suer This company say they have  delivered when they lie by saying they have, and then try to get a refund impossible, a lot better service on Ebay.",29-Feb-24
2222,M E,/users/65e1f344251ec30012dd3aa0,US,1 review,2024-03-01T17:25:05.000Z,Rated 1 out of 5 stars,Try Before You Buy,"On Jan 21, I purchased an item with the ""Try Before You Buy"" program. On Jan 29, I returned the item as instructed to Amazon. There were two items in the box (also as instructed). The other item was received and  returned by the system on Feb 1. On Feb 18, I received an email informing me that the other item was not returned yet and if it did not get it returned by Feb 22, I would be charged for the item. I immediately contacted Amazon to inform them the item was already returned, but they told me they could not do anything until I my credit card was charged. My card was charged on Feb 23. I contacted Amazon immediately, and was told that the credit would happen. Two weeks later and over a dozen more conversations with Amazon, I finally got the credit today. Nightmare! If I had not stayed on top of this and been persistent, I would have paid for something I do not have. Will never use this service again.",1-Mar-24
2223,TheBigDog,/users/60944ad5bab7a70019f63076,GB,12 reviews,2024-03-01T15:59:47.000Z,Rated 1 out of 5 stars,Amazon delivery drivers are the WORST,Amazon delivery drivers are the WORST. They leave goods in plain sight on my doorstep and then just drive off without ringing the bell or knocking on the door. Then they have the cheek to mark the delivery as 'handed to recipient' I use Amazon as a last resort due to this.,1-Mar-24
2224,Radar “Flying Under The Radar” O'Reilly,/users/583176fe0000ff000a5916a3,US,3 reviews,2024-03-01T12:26:56.000Z,Rated 1 out of 5 stars,Jeff Bezos doesn’t own Shamazon,"Jeff Bezos doesn’t own Shamazon, China owns it now and China also owns Jeff Asszos.Amazon PRIME now means Chinese sellers can actually charge you for PRIME shipping and they might get your “free shipping” purchase to you in 5 or 6 weeks, not a couple of days.Also the Chinese merchants “PRIME”shipping, often costs more than the actual cost of the item you are buying.Amazon PRIME is now a CRIME and Jeff Asszos is a criminal.",28-Feb-24
2225,Christopher,/users/5c0e302f8ecfa00cb3a48b19,DK,35 reviews,2024-03-01T11:29:06.000Z,Rated 1 out of 5 stars,Amazon don't listen and neither does their BOT reply service,"I had a delivery from Amazon of a light. When I opened the package the light was broken.I reported this to amazon and was given an address to sent the light back in Germany.The package was sent but came back unopened. It had got to Germany and then was returned unopened.I told all this to amazon and wanted my money back.I gave them all the evidence of this but their BOT reply service clearly could not understand and kept replying the same thing that I should send the package back even though I pointed out that I was not going to waste money to have the same thing happen again.Again the same BOT reply service couldn't understand.It would be nice to have REAL PEOPLE  with a brain reply.I am assured at least that AI has a long way to go , if ever, to take over the world as they are quite clearly are still very stupid. ",1-Mar-24
2226,Anon,/users/65e13b33e41920001270dcb2,US,1 review,2024-03-01T04:19:45.000Z,Rated 1 out of 5 stars,Prime Shipping isn't Prime,"Placed an order yesterday to receive today, but never got it today. Instead I had to watch the amazon driver walk in and out of my building and then lie and message me 15 minutes later to say they were not able to access the building they just walked into. I did not know they were my driver at the time as they only had one tiny package in their hand. I realized what they did after they sent me a message via the chat when my delivery instructions said to CALL me and the delivery instructions also included a code to the door and instructed them to use our intercom system. Amazon needs to do a better job hiring their drivers, a bad delivery driver makes more work for amazon customer service reps and other drivers especially if they are not delivering the packages when they should be. ",29-Feb-24
